Settlement,Population,Estate,Trade,Tags,Notes,Coordinates,Province_2515,Province_2512,Province_2276,Ruler_2515,Ruler_2512,Ruler_2276,wiki_url,wiki_title,wiki_description,wiki_image
Laer,,,,"""source:MadAlfred""",,,Middenland,,,Baron von Kotzebue,,,,,,
Arenshausen,,,,"""source:MadAlfred""",,,Middenland,,,Baron Reiner Todbringer,,,,,,
Bokel,,,,"""source:MadAlfred""",,,Middenland,,,Baron Gebhard Nikse,,,,,,
Bröckel,,,,"""source:MadAlfred""",,,Middenland,,,Count Ehrhardt von Wartburg,,,,,,
Guthügel,,,,"""source:MadAlfred""",,,Middenland,,,Count von Wartburg,,,,,,
Kupfergrube,,,,"""source:MadAlfred""",,,Middenland,,,Count von Wartburg,,,,,,
Bruena,,,,"""source:MadAlfred""",,,Middenland,,,Baron Uhler Baader,,,,,,
Calden,,,,"""source:MadAlfred""",,,Middenland,,,Baron Gunnar Kaserburg,,,,,,
Waldhügel,,,,"""source:MadAlfred""",,,Middenland,,,Baron Kaserburg,,,,,,
Deinste,,,,"""source:MadAlfred""",,,Middenland,,,Margrave Waldemar von Streissen,,,,,,
Brackel,,,,"""source:MadAlfred""",,,Middenland,,,Margrave von Streissen,,,,,,
Kaserburg,,,,"""source:MadAlfred""",,,Middenland,,,Margrave von Streissen,,,,,,
Fassberg,,,,"""source:MadAlfred""",,,Middenland,,,Baroness Marlene Driesch,,,,,,
Grimminhügel,,,,"""source:MadAlfred""",,,Middenland,,,Graf Elster Sternhauer,,,,,,
Fenshausen,,,,"""source:MadAlfred""",,,Middenland,,,Graf Sternhauer,,,,,,
Raschelhof,,,,"""source:MadAlfred""",,,Middenland,,,Graf Sternhauer,,,,,,
Wenbach,,,,"""source:MadAlfred""",,,Middenland,,,Graf Sternhauer,,,,,,
Grossfurre,,,,"""source:MadAlfred""",,,Middenland,,,Baroness Irina Richthofen,,,,,,
Isenbüttel,,,,"""source:MadAlfred""",,,Middenland,,,Grandmaster Manfred von Tirpitz,,,,,,
Kastof,,,,"""source:MadAlfred""",,,Middenland,,,Baron Torsten Kusch,,,,,,
Kutenholz,,,,"""source:MadAlfred""",,,Middenland,,,Count Artur von Kutenholz,,,,,,
Hopsten,,,,"""source:MadAlfred""",,,Middenland,,,Count von Kutenholz,,,,,,
Metelen,,,,"""source:MadAlfred""",,,Middenland,,,Count von Kutenholz,,,,,,
Leichlinberg,,,,"""source:MadAlfred""",,,Middenland,,,Graf Todbringer,,,,,,
Malstedt,,,,"""source:MadAlfred""",,,Middenland,,,Countess Klara von Neurath,,,,,,
Borghorst,,,,"""source:MadAlfred""",,,Middenland,,,Countess von Neurath,,,,,,
Nordwalde,,,,"""source:MadAlfred""",,,Middenland,,,Countess von Neurath,,,,,,
Plockhorst,,,,"""source:MadAlfred""",,,Middenland,,,Countess von Neurath,,,,,,
Mittelweg,,,,"""source:MadAlfred""",,,Middenland,,,Count Heinrich von Uder,,,,,,
Basdahl,,,,"""source:MadAlfred""",,,Middenland,,,Count von Uder,,,,,,
Engden,,,,"""source:MadAlfred""",,,Middenland,,,Count von Uder,,,,,,
Saerbeck,,,,"""source:MadAlfred""",,,Middenland,,,Count von Uder,,,,,,
Cornau,,,,"""source:MadAlfred""",,,Middenland,,,Count Wasserbad,,,,,,
Eisenweiler,,,,"""source:MadAlfred""",,,Middenland,,,Count Wasserbad,,,,,,
Eldagsen,,,,"""source:MadAlfred""",,,Middenland,,,Count Wasserbad,,,,,,
Haldem,,,,"""source:MadAlfred""",,,Middenland,,,Count Wasserbad,,,,,,
Langförden,,,,"""source:MadAlfred""",,,Middenland,,,Count Wasserbad,,,,,,
Sokh,,,,"""source:MadAlfred""",,,Middenland,,,Graf Todbringer,,,,,,
Sottrum,,,,"""source:MadAlfred""",,,Middenland,,,Count Erich Finkelstein,,,,,,
Füchtorf,,,,"""source:MadAlfred""",,,Middenland,,,Count Finkelstein,,,,,,
Hiddingsel,,,,"""source:MadAlfred""",,,Middenland,,,Count Erich Finkelstein,,,,,,
Milte,,,,"""source:MadAlfred""",,,Middenland,,,Count Erich Finkelstein,,,,,,
Eslohe,,,,"""source:MadAlfred""",,,Middenland,,,Duke von Bildhofen,,,,,,
Hausel,,,,"""source:MadAlfred""",,,Middenland,,,Duke von Bildhofen,,,,,,
Tannbruck,,,,"""source:MadAlfred""",,,Middenland,,,Duke von Bildhofen,,,,,,
Bevern,,,,"""source:MadAlfred""",,,Middenland,,,Graf Todbringer,,,,,,
Nortrup,,,,"""source:MadAlfred""",,,Middenland,,,Graf Todbringer,,,,,,
Zweedorf,,,,"""source:MadAlfred""",,,Nordland,,,Baroness Kalb,,,,,,
Kruganhof,,,,"""source:MadAlfred""",,,Ostermark,,,,,,,,,
Pausin,,,,"""source:MadAlfred""",,,Ostermark,,,,,,,,,
Rugenbuttle,,,,"""source:MadAlfred""",,,Ostermark,,,,,,,,,
Frohneu,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Husserl,,,,,,
Geibsdorf,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Husserl,,,,,,
Storkow,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Husserl,,,,,,
Blutfurt,,,,"""source:MadAlfred""",,,Ostermark,,,,,,,,,
Gielsdorf,,,,"""source:MadAlfred""",,,Ostermark,,,,,,,,,
Lanke,,,,"""source:MadAlfred""",,,Ostermark,,,Baroness Renner,,,,,,
Burgenhof,,,,"""source:MadAlfred""",,,Ostermark,,,Baroness Carmilla von Burgenfels,,,,,,
Tolkewitz,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Bürger,,,,,,
Krewelin,,,,"""source:MadAlfred""",,,Ostermark,,,Margrave Schurz,,,,,,
Zühlsdorf,,,,"""source:MadAlfred""",,,Ostermark,,,Margrave Schurz,,,,,,
Fichetal,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Heinz von Fichtetal,,,,,,
Fulnek,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Teodor Lichnice,,,,,,
Bouzou,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Lichnice,,,,,,
Hodonín,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Lichnice,,,,,,
Slatina,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Lichnice,,,,,,
Brunfähre,,,,"""source:MadAlfred""",,,Ostermark,,,Margrave Dornier,,,,,,
Disselhof,,,,"""source:MadAlfred""",,,Ostermark,,,Baron von Kiel,,,,,,
Ottilocac,,,,"""source:MadAlfred""",,,Ostermark,,,Baron von Kiel,,,,,,
Kubel,,,,"""source:MadAlfred""",,,Ostermark,,,Baroness Agnes Gutzkow,,,,,,
Beetz,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Thopia,,,,,,
Diehlo,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Thopia,,,,,,
Lüsse,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Thopia,,,,,,
Börnicke,,,,"""source:MadAlfred""",,,Ostermark,,,Count von Blücher,,,,,,
Pieskow,,,,"""source:MadAlfred""",,,Ostermark,,,Margrave Cranach,,,,,,
Spreeau,,,,"""source:MadAlfred""",,,Ostermark,,,Margrave Cranach,,,,,,
Rhebulas,,,,"""source:MadAlfred""",,,Ostermark,,,,,,,,,
Meisad,,,,"""source:MadAlfred""",,,Ostermark,,,,,,,,,
Okram,,,,"""source:MadAlfred""",,,Ostermark,,,,,,,,,
Rundespitze,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Siegfried von Weissbirke,,,,,,
Saratokas,,,,"""source:MadAlfred""",,,Ostermark,,,,,,,,,
Durres,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Rilke,,,,,,
Terres,,,,"""source:MadAlfred""",,,Ostermark,,,Baron Ehrlich,,,,,,
Bökenhof,,,,"""source:MadAlfred""",,,Ostland,,,Baron Holger Fröbel,,,,,,
Krausnick,,,,"""source:MadAlfred""",,,Ostland,,,Baron Fröbel,,,,,,
Uetz,,,,"""source:MadAlfred""",,,Ostland,,,Baron Fröbel,,,,,,
Cammer,,,,"""source:MadAlfred""",,,Ostland,,,Count von Strachen,,,,,,
Strüdel,,,,"""source:MadAlfred""",,,Ostland,,,Count von Strachen,,,,,,
Trillheim,,,,"""source:MadAlfred""",,,Ostland,,,Count von Strachen,,,,,,
Werbig,,,,"""source:MadAlfred""",,,Ostland,,,Count von Strachen,,,,,,
Göhren,,,,"""source:MadAlfred""",,,Ostland,,,Margrave Bothe,,,,,,
Mönkebunde,,,,"""source:MadAlfred""",,,Ostland,,,Margrave Bothe,,,,,,
Zinnowitz,,,,"""source:MadAlfred""",,,Ostland,,,Margrave Bothe,,,,,,
Kienbaum,,,,"""source:MadAlfred""",,,Ostland,,,Baron Oswald Lynen,,,,,,
Rambow,,,,"""source:MadAlfred""",,,Ostland,,,Count von Pirkheimer,,,,,,
Trebatsch,,,,"""source:MadAlfred""",,,Ostland,,,Count von Pirkheimer,,,,,,
Mierăch,,,,"""source:MadAlfred""",,,Ostland,,,Baron Alberich Virchow,,,,,,
Sibiu,,,,"""source:MadAlfred""",,,Ostland,,,Baron Virchow,,,,,,
Sighisoara,,,,"""source:MadAlfred""",,,Ostland,,,Baron Virchow,,,,,,
Suceva,,,,"""source:MadAlfred""",,,Ostland,,,Baron Virchow,,,,,,
Penzfin,,,,"""source:MadAlfred""",,,Ostland,,,Baron Bernd Guderian,,,,,,
Bardenitz,,,,"""source:MadAlfred""",,,Ostland,,,Margrave von Döbreiner,,,,,,
Haseloff,,,,"""source:MadAlfred""",,,Ostland,,,Margrave von Döbreiner,,,,,,
Wöllnau,,,,"""source:MadAlfred""",,,Ostland,,,Margrave von Döbreiner,,,,,,
Günz,,,,"""source:MadAlfred""",,,Ostland,,,Baron von Wolder,,,,,,
Karnin,,,,"""source:MadAlfred""",,,Ostland,,,Baron von Wolder,,,,,,
Stahlbrode,,,,"""source:MadAlfred""",,,Ostland,,,Baron von Wolder,,,,,,
Boock,,,,"""source:MadAlfred""",,,Ostland,,,Margrave Meitner,,,,,,
Hohenlandin,,,,"""source:MadAlfred""",,,Ostland,,,Margrave Meitner,,,,,,
Wolletz,,,,"""source:MadAlfred""",,,Ostland,,,Margrave Meitner,,,,,,
Demnitz,,,,"""source:MadAlfred""",,,Ostland,,,Baron Kesselring,,,,,,
Kolburg,,,,"""source:MadAlfred""",,,Ostland,,,Baron Kesselring,,,,,,
Steinbeck,,,,"""source:MadAlfred""",,,Ostland,,,Baron Kesselring,,,,,,
Wulkow,,,,"""source:MadAlfred""",,,Ostland,,,Baron Kesselring,,,,,,
Grefrath,,,,"""source:MadAlfred""",,,Reikland,,,Graf von Hardenburg,,,,,,
Martloch,,,,"""source:MadAlfred""",,,Reikland,,,Graf von Hardenburg,,,,,,
Kleindorf an der Grissen,,,,"""source:MadAlfred""",,,Reikland,,,Emperor 35,,,,,,
Arzfeld,,,,"""source:MadAlfred""",,,Reikland,,,Graf Leutze,,,,,,
Lasel,,,,"""source:MadAlfred""",,,Reikland,,,Graf Leutze,,,,,,
Steinborn,,,,"""source:MadAlfred""",,,Reikland,,,Graf Leutze,,,,,,
Merxheim,,,,"""source:MadAlfred""",,,Reikland,,,Baroness Sophia von Kusch,,,,,,
Breithardt,,,,"""source:MadAlfred""",,,Reikland,,,Baroness von Kusch,,,,,,
Rüber,,,,"""source:MadAlfred""",,,Reikland,,,Baroness von Kusch,,,,,,
Mörlenfurt,,,,"""source:MadAlfred""",,,Reikland,,,Grandmaster Theodor von Bülow,,,,,,
Bülow,,,,"""source:MadAlfred""",,,Reikland,,,Grandmaster von Bülow,,,,,,
Tiefenbach,,,,"""source:MadAlfred""",,,Reikland,,,Grandmaster von Bülow,,,,,,
Osburg,,,,"""source:MadAlfred""",,,Reikland,,,,,,,,,
Kelz,,,,"""source:MadAlfred""",,,Reikland,,,,,,,,,
Sevelen,,,,"""source:MadAlfred""",,,Reikland,,,,,,,,,
Reinsfeld,,,,"""source:MadAlfred""",,,Reikland,,,Baron Martin Otterbein,,,,,,
Batenbrock,,,,"""source:MadAlfred""",,,Reikland,,,Graf Robert von Uhland,,,,,,
Noithausen,,,,"""source:MadAlfred""",,,Reikland,,,Graf Robert von Uhland,,,,,,
Zons,,,,"""source:MadAlfred""",,,Reikland,,,Graf Robert von Uhland,,,,,,
Ussingen,,,,"""source:MadAlfred""",,,Reikland,,,Baron Justus Francke,,,,,,
Hähn,,,,"""source:MadAlfred""",,,Reikland,,,Baron Francke,,,,,,
Autenau,,,,"""source:MadAlfred""",,,Stirland,,,Graf Haupt Anderssen,,,,,,
Giering,,,,"""source:MadAlfred""",,,Stirland,,,Graf Haupt Anderssen,,,,,,
Josefstadt,,,,"""source:MadAlfred""",,,Stirland,,,Graf Haupt Anderssen,,,,,,
Penzing,,,,"""source:MadAlfred""",,,Stirland,,,Graf Haupt Anderssen,,,,,,
Seyring,,,,"""source:MadAlfred""",,,Stirland,,,Graf Haupt Anderssen,,,,,,
Steingraz,,,,"""source:MadAlfred""",,,Stirland,,,Graf Haupt Anderssen,,,,,,
Merzenstein,,,,"""source:MadAlfred""",,,Stirland,,,Baron Kiesinger,,,,,,
Steinwald,,,,"""source:MadAlfred""",,,Stirland,,,Baron Kiesinger,,,,,,
Enzesburg,,,,"""source:MadAlfred""",,,Stirland,,,Baron Leonhard Eucken,,,,,,
Batzlow,,,,"""source:MadAlfred""",,,Stirland,,,Baron Eucken,,,,,,
Gernheim,,,,"""source:MadAlfred""",,,Stirland,,,Baron Eucken,,,,,,
Warnick,,,,"""source:MadAlfred""",,,Stirland,,,Baron Eucken,,,,,,
Ebeleben,,,,"""source:MadAlfred""",,,Stirland,,,Count von Treitschke,,,,,,
Greussen,,,,"""source:MadAlfred""",,,Stirland,,,Count von Treitschke,,,,,,
Krusdorf,,,,"""source:MadAlfred""",,,Stirland,,,Count von Treitschke,,,,,,
Leitersdorf,,,,"""source:MadAlfred""",,,Stirland,,,Count von Treitschke,,,,,,
Trebra,,,,"""source:MadAlfred""",,,Stirland,,,Count von Treitschke,,,,,,
Walburgen,,,,"""source:MadAlfred""",,,Stirland,,,Count von Treitschke,,,,,,
Grusserl,,,,"""source:MadAlfred""",,,Stirland,,,Grandmaster Willibald Münsterburg,,,,,,
Bärnbach,,,,"""source:MadAlfred""",,,Stirland,,,Grandmaster Münsterburg,,,,,,
Hirtenfeld,,,,"""source:MadAlfred""",,,Stirland,,,Grandmaster Münsterburg,,,,,,
Texing,,,,"""source:MadAlfred""",,,Stirland,,,Grandmaster Münsterburg,,,,,,
Glatzau,,,,"""source:MadAlfred""",,,Stirland,,,Count von Halstedt,,,,,,
Meiselding,,,,"""source:MadAlfred""",,,Stirland,,,Count von Halstedt,,,,,,
Vorchdorf,,,,"""source:MadAlfred""",,,Stirland,,,Count von Halstedt,,,,,,
Hornau,,,,"""source:MadAlfred""",,,Stirland,,,Count Konrad von Krieglitz,,,,,,
Drebkau,,,,"""source:MadAlfred""",,,Stirland,,,Count von Krieglitz,,,,,,
Eichenbrunn,,,,"""source:MadAlfred""",,,Stirland,,,Count von Krieglitz,,,,,,
Kirnhügel,,,,"""source:MadAlfred""",,,Stirland,,,Count von Krieglitz,,,,,,
Schlierbach,,,,"""source:MadAlfred""",,,Stirland,,,Count von Krieglitz,,,,,,
Langwald,,,,"""source:MadAlfred""",,,Stirland,,,Baron Erich von Langwald,,,,,,
Lichtenau,,,,"""source:MadAlfred""",,,Stirland,,,Baron von Langwald,,,,,,
Marklissa,,,,"""source:MadAlfred""",,,Stirland,,,Baron von Langwald,,,,,,
Tadten,,,,"""source:MadAlfred""",,,Stirland,,,Baron von Langwald,,,,,,
Haibach,,,,"""source:MadAlfred""",,,Stirland,,,Baron Krebs,,,,,,
Kalenzig,,,,"""source:MadAlfred""",,,Stirland,,,Baron Krebs,,,,,,
Kutzdorf,,,,"""source:MadAlfred""",,,Stirland,,,Baron Krebs,,,,,,
Wilkersdorf,,,,"""source:MadAlfred""",,,Stirland,,,Baron Krebs,,,,,,
Winhausen,,,,"""source:MadAlfred""",,,Stirland,,,Baron Krebs,,,,,,
Münzhausen,,,,"""source:MadAlfred""",,,Stirland,,,Count Paulus von Schliestein,,,,,,
Esternkirchen,,,,"""source:MadAlfred""",,,Stirland,,,Count von Schliestein,,,,,,
Klam,,,,"""source:MadAlfred""",,,Stirland,,,Count von Schliestein,,,,,,
Pramet,,,,"""source:MadAlfred""",,,Stirland,,,Count von Schliestein,,,,,,
Niedling,,,,"""source:MadAlfred""",,,Stirland,,,Baron Kurt Brüning,,,,,,
Eisenhügel,,,,"""source:MadAlfred""",,,Stirland,,,Baron Brüning,,,,,,
Friesach,,,,"""source:MadAlfred""",,,Stirland,,,Baron Brüning,,,,,,
Kainbach,,,,"""source:MadAlfred""",,,Stirland,,,Baron Brüning,,,,,,
Liebenau,,,,"""source:MadAlfred""",,,Stirland,,,Baron Brüning,,,,,,
Murau,,,,"""source:MadAlfred""",,,Stirland,,,Baron Brüning,,,,,,
Zieldorf,,,,"""source:MadAlfred""",,,Stirland,,,Baron Brüning,,,,,,
Ohlsdorf,,,,"""source:MadAlfred""",,,Stirland,,,Baron Heinz Lassalle,,,,,,
Pötting,,,,"""source:MadAlfred""",,,Stirland,,,Baron Samuel Lenard,,,,,,
Pürgg,,,,"""source:MadAlfred""",,,Stirland,,,Baron Rudolf Heine,,,,,,
Scheibbs,,,,"""source:MadAlfred""",,,Stirland,,,Count Ralf Anderssen Krieglitz,,,,,,
Gnesau,,,,"""source:MadAlfred""",,,Stirland,,,Count Anderssen Krieglitz,,,,,,
Ossiach,,,,"""source:MadAlfred""",,,Stirland,,,Count Anderssen Krieglitz,,,,,,
Vigaun,,,,"""source:MadAlfred""",,,Stirland,,,Count Anderssen Krieglitz,,,,,,
Schöllach,,,,"""source:MadAlfred""",,,Stirland,,,Baron Reinhardt Delbrück,,,,,,
Dalgetin,,,,"""source:MadAlfred""",,,Stirland,,,Baron Delbrück,,,,,,
Gorgast,,,,"""source:MadAlfred""",,,Stirland,,,Baron Delbrück,,,,,,
Hathenow,,,,"""source:MadAlfred""",,,Stirland,,,Baron Delbrück,,,,,,
Janov,,,,"""source:MadAlfred""",,,Stirland,,,Grandmaster Mauther,,,,,,
Karle,,,,"""source:MadAlfred""",,,Stirland,,,Grandmaster Mauther,,,,,,
Osik,,,,"""source:MadAlfred""",,,Stirland,,,Grandmaster Mauther,,,,,,
Vanov,,,,"""source:MadAlfred""",,,Stirland,,,Grandmaster Mauther,,,,,,
Žandov,,,,"""source:MadAlfred""",,,Stirland,,,Grandmaster Mauther,,,,,,
Sonnigwiese,,,,"""source:MadAlfred""",,,Stirland,,,Baron Otto von Stämmigeiche,,,,,,
Steinbachtal,,,,"""source:MadAlfred""",,,Stirland,,,,,,,,,
Vorderbergen,,,,"""source:MadAlfred""",,,Stirland,,,,,,,,,
Wurzerln,,,,"""source:MadAlfred""",,,Stirland,,,,,,,,,
Raxonkirch,,,,"""source:MadAlfred""",,,Stirland,,,Baron Rathenau,,,,,,
Ysper,,,,"""source:MadAlfred""",,,Stirland,,,Baron Rathenau,,,,,,
Zilcher,,,,"""source:MadAlfred""",,,Stirland,,,Baron Rathenau,,,,,,
Wolfsbach,,,,"""source:MadAlfred""",,,Stirland,,,Countess Magda von Bildhofen,,,,,,
Bildhofen,,,,"""source:MadAlfred""",,,Stirland,,,Countess von Bildhofen,,,,,,
Eitweg,,,,"""source:MadAlfred""",,,Stirland,,,Countess von Bildhofen,,,,,,
Freiland,,,,"""source:MadAlfred""",,,Stirland,,,Countess von Bildhofen,,,,,,
Twimkirch,,,,"""source:MadAlfred""",,,Stirland,,,Countess von Bildhofen,,,,,,
Selzthal,,,,"""source:MadAlfred""",,,Stirland,,,Graf Haupt Anderssen,,,,,,
Torren,,,,"""source:MadAlfred""",,,Stirland,,,Graf Haupt Anderssen,,,,,,
Ockrilla,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Grillparzer,,,,,,
Bratian,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Bernhardt von Krieglitz,,,,,,
Mewe,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Bernhardt von Krieglitz,,,,,,
Hartha,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Liebig,,,,,,
Nischwitz,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Liebig,,,,,,
Börln,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Herder,,,,,,
Ostra,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Liebig,,,,,,
Zellin,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Liebig,,,,,,
Kom,,,,"""source:MadAlfred""",,,Talabecland,,,Countess von Webern,,,,,,
Ostrody,,,,"""source:MadAlfred""",,,Talabecland,,,Countess von Webern,,,,,,
Arnstein,,,,"""source:MadAlfred""",,,Talabecland,,,Baron von Radische,,,,,,
Fladungen,,,,"""source:MadAlfred""",,,Talabecland,,,Baron von Radische,,,,,,
Gössenheim,,,,"""source:MadAlfred""",,,Talabecland,,,Baron von Radische,,,,,,
Hammelburg,,,,"""source:MadAlfred""",,,Talabecland,,,Baron von Radische,,,,,,
Leisnig,,,,"""source:MadAlfred""",,,Talabecland,,,Baron von Radische,,,,,,
Zausswitz,,,,"""source:MadAlfred""",,,Talabecland,,,Baron von Radische,,,,,,
Kappelheim,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Wilhelm von Syberg,,,,,,
Brodau,,,,"""source:MadAlfred""",,,Talabecland,,,Baron von Syberg,,,,,,
Ertburg,,,,"""source:MadAlfred""",,,Talabecland,,,Baron von Syberg,,,,,,
Schwätz,,,,"""source:MadAlfred""",,,Talabecland,,,Baron von Syberg,,,,,,
Kortlheim,,,,"""source:MadAlfred""",,,Talabecland,,,Count Rupert von Mackensen,,,,,,
Aufsess,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Schirach,,,,,,
Baunach,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Schirach,,,,,,
Eisenschaft,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Schirach,,,,,,
Hälse,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Schirach,,,,,,
Kreuma,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Schirach,,,,,,
Kupferfeld,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Schirach,,,,,,
Queis,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Schirach,,,,,,
Pretzfeld,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Schirach,,,,,,
Roth,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Schirach,,,,,,
Scheinach,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Schirach,,,,,,
Zinngraben,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Schirach,,,,,,
Eltmann,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Dönitz,,,,,,
Kirschlauter,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Dönitz,,,,,,
Mauk,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Dönitz,,,,,,
Zeil,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Dönitz,,,,,,
Milda,,,,"""source:MadAlfred""",,,Talabecland,,,Count Feuerbach,,,,,,
Burk,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Bruckner,,,,,,
Eisenholz,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Bruckner,,,,,,
Wernfels,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Bruckner,,,,,,
Wiesth,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Bruckner,,,,,,
Raddis,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Eduard Bebel,,,,,,
Eussenheim,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Fröbel,,,,,,
Rügland,,,,"""source:MadAlfred""",,,Talabecland,,,Baron Fröbel,,,,,,
Craula,,,,"""source:MadAlfred""",,,Talabecland,,,Duchess von Krieglitz,,,,,,
Elstra,,,,"""source:MadAlfred""",,,Talabecland,,,Duke von Stratenheim,,,,,,
Oppitz,,,,"""source:MadAlfred""",,,Talabecland,,,Duke von Stratenheim,,,,,,
Wellheim,,,,"""source:MadAlfred""",,,Talabecland,,,,,,,,,
Trebbus,,,,"""source:MadAlfred""",,,Talabecland,,,Count von Bülow,,,,,,
Einsamwiese,,,,"""source:MadAlfred""",,,Talabecland,,,Baron von Wiedebach,,,,,,
Falkenburg,,,,"""source:MadAlfred""",,,Talabecland,,,Baron von Wiedebach,,,,,,
Dottrahof,,,,"""source:MadAlfred""",,,Wissenland,,,Grand Countess von Liebewitz,,,,,,
Grätz,,,,"""source:MadAlfred""",,,Wissenland,,,Grand Countess von Liebewitz,,,,,,
Höslwang,,,,"""source:MadAlfred""",,,Wissenland,,,Grand Countess von Liebewitz,,,,,,
Steinheim,,,,"""source:MadAlfred""",,,Wissenland,,,Grand Countess von Liebewitz,,,,,,
Stonecarver,,,,"""source:MadAlfred""",,,Wissenland,,,Grand Countess von Liebewitz,,,,,,
Waltershofen,,,,"""source:MadAlfred""",,,Wissenland,,,Grand Countess von Liebewitz,,,,,,
Windisch,,,,"""source:MadAlfred""",,,Wissenland,,,Grand Countess von Liebewitz,,,,,,
Ballenhof,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Anton Domagk,,,,,,
Arget,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Domagk,,,,,,
Gestratz,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Domagk,,,,,,
Bedernau,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Theresa Delbrück,,,,,,
Hofstetten,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Delbrück,,,,,,
Sontheim,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Delbrück,,,,,,
Deutzen,,,,"""source:MadAlfred""",,,Wissenland,,,Assembly,,,,,,
Ellenwangen,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Werner Fröbel,,,,,,
Dessau,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Fröbel,,,,,,
Herfatz,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Fröbel,,,,,,
Eppiswald,,,,"""source:MadAlfred""",,,Wissenland,,,,,,,,,
Gutach,,,,"""source:MadAlfred""",,,Wissenland,,,,,,,,,
Kluftern,,,,"""source:MadAlfred""",,,Wissenland,,,,,,,,,
Lenzfeld,,,,"""source:MadAlfred""",,,Wissenland,,,,,,,,,
Todtmoos,,,,"""source:MadAlfred""",,,Wissenland,,,,,,,,,
Erbshausen,,,,"""source:MadAlfred""",,,Wissenland,,,,,,,,,
Madau,,,,"""source:MadAlfred""",,,Wissenland,,,,,,,,,
Rusch,,,,"""source:MadAlfred""",,,Wissenland,,,,,,,,,
Fluorn,,,,"""source:MadAlfred; source: 2eSH""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Puchheim,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Zöblen,,,,"""source:MadAlfred""",,,Wissenland,,,Baroness Toppenheimer,,,,,,
Kröning,,,,"""source:MadAlfred""",,,Reikland,,,Count Pfeifraucher,,,,,,
Hinkend,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Immanuel Grillparzer,,,,,,
Allach,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Grillparzer,,,,,,
Aying,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Grillparzer,,,,,,
Malfurt,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Grillparzer,,,,,,
Moosen,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Grillparzer,,,,,,
Walnussbach,,,,"""source:MadAlfred""",,,Wissenland,,,Baron Grillparzer,,,,,,
